payer,code,avg_rate,max_rate,min_rate,range_rate,percentile_25,median_rate,percentile_75
Aetna,A4351,6.05,6.05,6.05,0.00,6.0500,6.0500,6.0500
Kaiser Foundation Health Plan,A4351,3.68,3.68,3.68,0.00,3.6800,3.6800,3.6800
UnitedHealthcare,A4351,6.91,6.91,6.91,0.00,6.9100,6.9100,6.9100
Aetna,A4352,8.97,25.25,2.75,22.50,2.7500,2.7500,25.2500
Kaiser Foundation Health Plan,A4352,15.33,15.33,15.33,0.00,15.3300,15.3300,15.3300
UnitedHealthcare,A4352,28.86,28.86,28.86,0.00,28.8600,28.8600,28.8600
Kaiser Foundation Health Plan,A4520,1.00,1.00,1.00,0.00,1.0000,1.0000,1.0000
UnitedHealthcare,A4554,9.00,9.00,9.00,0.00,9.0000,9.0000,9.0000
Kaiser Foundation Health Plan,A4604,41.55,62.00,39.00,23.00,39.0000,39.0000,39.0000
UnitedHealthcare,A4604,124.84,181.32,16.53,164.79,94.2900,150.7650,181.3200
Aetna,A4927,23.01,80.00,1.23,78.77,1.2300,1.2300,80.0000
Kaiser Foundation Health Plan,A4927,5.00,5.00,5.00,0.00,5.0000,5.0000,5.0000
UnitedHealthcare,A4927,12.01,12.01,12.01,0.00,12.0100,12.0100,12.0100
Aetna,A5500,89.90,249.68,28.81,220.87,28.8100,28.8100,249.6800
Kaiser Foundation Health Plan,A5500,151.85,151.85,151.85,0.00,151.8500,151.8500,151.8500
UnitedHealthcare,A5500,285.35,285.35,285.35,0.00,285.3500,285.3500,285.3500
Kaiser Foundation Health Plan,A7030,106.55,239.00,90.00,149.00,90.0000,90.0000,90.0000
UnitedHealthcare,A7030,434.87,434.87,434.87,0.00,434.8700,434.8700,434.8700
Kaiser Foundation Health Plan,A7031,37.22,55.00,35.00,20.00,35.0000,35.0000,35.0000
UnitedHealthcare,A7031,164.63,164.63,164.63,0.00,164.6300,164.6300,164.6300
Kaiser Foundation Health Plan,A7032,22.77,53.00,19.00,34.00,19.0000,19.0000,19.0000
UnitedHealthcare,A7032,93.98,93.98,93.98,0.00,93.9800,93.9800,93.9800
Kaiser Foundation Health Plan,A7033,18.33,37.00,16.00,21.00,16.0000,16.0000,16.0000
UnitedHealthcare,A7033,72.35,72.35,72.35,0.00,72.3500,72.3500,72.3500
Kaiser Foundation Health Plan,A7034,66.55,151.00,56.00,95.00,56.0000,56.0000,56.0000
UnitedHealthcare,A7034,272.64,272.64,272.64,0.00,272.6400,272.6400,272.6400
Kaiser Foundation Health Plan,A7035,21.44,41.00,19.00,22.00,19.0000,19.0000,19.0000
UnitedHealthcare,A7035,91.70,91.70,91.70,0.00,91.7000,91.7000,91.7000
Kaiser Foundation Health Plan,A7037,28.11,53.00,25.00,28.00,25.0000,25.0000,25.0000
UnitedHealthcare,A7037,75.75,75.75,75.75,0.00,75.7500,75.7500,75.7500
Kaiser Foundation Health Plan,A7038,2.55,7.00,2.00,5.00,2.0000,2.0000,2.0000
UnitedHealthcare,A7038,11.20,11.20,11.20,0.00,11.2000,11.2000,11.2000
Kaiser Foundation Health Plan,A9276,11.00,11.00,11.00,0.00,11.0000,11.0000,11.0000
Aetna,C9803,23.46,23.46,23.46,0.00,23.4600,23.4600,23.4600
Aetna,E0143,32.46,44.35,7.96,36.39,26.8825,38.7700,44.3500
UnitedHealthcare,E0143,174.76,244.28,34.49,209.79,140.6150,210.1350,244.2800
UnitedHealthcare,E0260,307.44,307.44,307.44,0.00,307.4400,307.4400,307.4400
UnitedHealthcare,E0431,77.26,77.26,77.26,0.00,77.2600,77.2600,77.2600
UnitedHealthcare,E0466,27691.38,38954.25,3640.96,35313.29,22822.2850,34085.1550,38954.2500
UnitedHealthcare,E0470,4755.42,6719.03,544.73,6174.30,3915.3650,5878.9700,6719.0300
UnitedHealthcare,E0562,483.81,679.04,67.91,611.13,398.9300,594.1550,679.0400
UnitedHealthcare,E0570,32.06,32.06,32.06,0.00,32.0600,32.0600,32.0600
Aetna,E0601,246.96,412.08,41.21,370.87,41.2100,309.0600,412.0800
UnitedHealthcare,E0601,2088.95,2959.02,218.13,2740.89,1719.2625,2589.3300,2959.0200
UnitedHealthcare,E1390,391.77,391.77,391.77,0.00,391.7700,391.7700,391.7700
UnitedHealthcare,E1392,153.24,153.24,153.24,0.00,153.2400,153.2400,153.2400
Aetna,G0105,539.23,1715.01,64.40,1650.61,180.1000,334.7700,947.0600
Blue Shield of California,G0105,1054.64,1523.29,727.21,796.08,727.2100,1072.2900,1375.0200
Kaiser Foundation Health Plan,G0105,1375.66,1820.00,643.00,1177.00,794.0000,1820.0000,1820.0000
UnitedHealthcare,G0105,1365.92,1365.92,1365.92,0.00,1365.9200,1365.9200,1365.9200
Aetna,G0121,539.78,1717.05,64.40,1652.65,180.1000,334.7700,949.1000
Blue Shield of California,G0121,957.14,1233.76,680.52,553.24,680.5200,957.1400,1233.7600
Kaiser Foundation Health Plan,G0121,969.88,1189.00,603.00,586.00,751.1500,1189.0000,1189.0000
UnitedHealthcare,G0121,1367.55,1367.55,1367.55,0.00,1367.5500,1367.5500,1367.5500
Aetna,G0179,83.28,210.83,34.52,176.31,34.5200,34.5200,210.8300
Blue Shield of California,G0179,146.90,146.90,146.90,0.00,146.9000,146.9000,146.9000
Kaiser Foundation Health Plan,G0179,89.66,93.22,87.00,6.22,87.0000,87.0000,93.2200
UnitedHealthcare,G0179,167.97,171.32,167.92,3.40,167.9200,167.9200,167.9200
Aetna,G0180,108.24,273.40,45.10,228.30,45.1000,45.1000,273.4000
Blue Shield of California,G0180,189.02,189.02,189.02,0.00,189.0200,189.0200,189.0200
Kaiser Foundation Health Plan,G0180,116.83,117.00,116.62,0.38,116.6200,117.0000,117.0000
UnitedHealthcare,G0180,217.85,223.82,217.75,6.07,217.7500,217.7500,217.7500
Aetna,G0249,164.32,308.56,109.17,199.39,109.1700,109.1700,308.5600
Blue Shield of California,G0249,573.08,712.98,571.00,141.98,571.0000,571.0000,571.0000
Kaiser Foundation Health Plan,G0249,173.74,183.00,161.40,21.60,161.4000,183.0000,183.0000
UnitedHealthcare,G0249,245.75,245.75,245.75,0.00,245.7500,245.7500,245.7500
Aetna,G0299,9.00,9.00,9.00,0.00,9.0000,9.0000,9.0000
Blue Shield of California,G0299,64.35,64.35,64.35,0.00,64.3500,64.3500,64.3500
Kaiser Foundation Health Plan,G0299,179.23,232.00,137.00,95.00,137.0000,203.0000,203.0000
Aetna,G0439,230.64,593.59,91.87,501.72,91.8700,91.8700,593.5900
Blue Shield of California,G0439,384.39,384.80,357.83,26.97,384.8000,384.8000,384.8000
Kaiser Foundation Health Plan,G0439,259.92,277.10,247.05,30.05,247.0500,247.0500,277.1000
UnitedHealthcare,G0439,472.47,472.77,455.94,16.83,472.7700,472.7700,472.7700
Aetna,G0463,75.67,80.00,74.02,5.98,74.0200,74.0200,80.0000
Kaiser Foundation Health Plan,G0463,143.26,150.00,103.00,47.00,141.0000,141.0000,150.0000
Aetna,G0471,4.15,4.15,4.15,0.00,4.1500,4.1500,4.1500
Blue Shield of California,G0471,17.11,17.18,16.60,0.58,17.1800,17.1800,17.1800
Kaiser Foundation Health Plan,G0471,18.95,18.95,18.95,0.00,18.9500,18.9500,18.9500
UnitedHealthcare,G0471,19.31,19.31,19.31,0.00,19.3100,19.3100,19.3100
Aetna,G0480,201.50,554.99,66.35,488.64,66.3500,66.3500,554.9900
Blue Shield of California,G0480,184.70,265.40,178.50,86.90,178.5000,178.5000,178.5000
Kaiser Foundation Health Plan,G0480,200.25,200.25,200.25,0.00,200.2500,200.2500,200.2500
UnitedHealthcare,G0480,439.99,442.02,325.31,116.71,442.0200,442.0200,442.0200
Aetna,G0481,283.90,759.46,102.08,657.38,102.0800,102.0800,759.4600
Blue Shield of California,G0481,284.18,408.33,274.63,133.70,274.6300,274.6300,274.6300
Kaiser Foundation Health Plan,G0481,274.03,274.03,274.03,0.00,274.0300,274.0300,274.0300
UnitedHealthcare,G0481,603.06,604.88,500.50,104.38,604.8800,604.8800,604.8800
Aetna,G0482,366.29,963.89,137.80,826.09,137.8000,137.8000,963.8900
Blue Shield of California,G0482,389.54,551.22,370.75,180.47,370.7500,370.7500,370.7500
Kaiser Foundation Health Plan,G0482,347.80,347.80,347.80,0.00,347.8000,347.8000,347.8000
UnitedHealthcare,G0482,766.08,767.69,675.64,92.05,767.6900,767.6900,767.6900
Aetna,G0483,460.46,1197.56,178.64,1018.92,178.6400,178.6400,1197.5600
Blue Shield of California,G0483,497.32,714.56,480.61,233.95,480.6100,480.6100,480.6100
Kaiser Foundation Health Plan,G0483,581.76,694.00,432.11,261.89,432.1100,694.0000,694.0000
UnitedHealthcare,G0483,952.44,953.80,875.86,77.94,953.8000,953.8000,953.8000
Aetna,G0511,38.01,52.91,23.11,29.80,23.1100,38.0100,52.9100
Kaiser Foundation Health Plan,G0511,94.76,152.39,75.92,76.47,77.0000,77.0000,77.0000
UnitedHealthcare,G0511,268.08,268.08,268.08,0.00,268.0800,268.0800,268.0800
Kaiser Foundation Health Plan,G2023,34.57,39.00,26.00,13.00,29.0000,39.0000,39.0000
Kaiser Foundation Health Plan,G2024,31.22,32.00,25.00,7.00,32.0000,32.0000,32.0000
Aetna,G2025,92.03,92.03,92.03,0.00,92.0300,92.0300,92.0300
Cigna Corporation,G2025,65.00,65.00,65.00,0.00,65.0000,65.0000,65.0000
Kaiser Foundation Health Plan,G2025,171.48,205.84,140.00,65.84,140.0000,140.0000,205.8400
UnitedHealthcare,G2025,367.24,367.24,367.24,0.00,367.2400,367.2400,367.2400
Aetna,G2067,213.17,213.17,213.17,0.00,213.1700,213.1700,213.1700
Kaiser Foundation Health Plan,G2067,512.71,540.54,491.84,48.70,491.8400,491.8400,540.5400
Aetna,G6002,105.69,395.18,17.84,377.34,50.2300,68.0700,105.4900
Kaiser Foundation Health Plan,G6002,162.39,193.00,150.36,42.64,150.3600,150.3600,176.6100
UnitedHealthcare,G6002,211.72,478.11,80.90,397.21,84.0200,230.7200,314.7400
Aetna,G9005,80.00,80.00,80.00,0.00,80.0000,80.0000,80.0000
Aetna,H0004,9.10,9.10,9.10,0.00,9.1000,9.1000,9.1000
Kaiser Foundation Health Plan,H0004,28.08,34.00,26.00,8.00,26.0000,28.0000,28.0000
Aetna,H0005,24.44,24.44,24.44,0.00,24.4400,24.4400,24.4400
Kaiser Foundation Health Plan,H0005,65.47,78.00,31.00,47.00,51.0000,78.0000,78.0000
Kaiser Foundation Health Plan,H0006,26.52,31.00,17.00,14.00,21.0000,31.0000,31.0000
Aetna,H0015,91.36,91.36,91.36,0.00,91.3600,91.3600,91.3600
Cigna Corporation,H0015,600.00,600.00,600.00,0.00,600.0000,600.0000,600.0000
Kaiser Foundation Health Plan,H0015,172.52,205.00,152.00,53.00,152.0000,152.0000,205.0000
Aetna,H0020,18.81,18.81,18.81,0.00,18.8100,18.8100,18.8100
Kaiser Foundation Health Plan,H0020,22.04,26.00,15.00,11.00,17.0000,26.0000,26.0000
Aetna,H0036,16.59,16.59,16.59,0.00,16.5900,16.5900,16.5900
Kaiser Foundation Health Plan,H0036,25.44,26.00,21.00,5.00,26.0000,26.0000,26.0000
Aetna,H0038,1.60,1.60,1.60,0.00,1.6000,1.6000,1.6000
Kaiser Foundation Health Plan,H0038,34.47,38.00,31.00,7.00,33.0000,33.0000,38.0000
Aetna,H2010,34.97,37.85,32.10,5.75,32.1000,34.9750,37.8500
Kaiser Foundation Health Plan,H2010,37.00,42.00,25.00,17.00,31.0000,42.0000,42.0000
Aetna,H2014,8.94,8.94,8.94,0.00,8.9400,8.9400,8.9400
Kaiser Foundation Health Plan,H2014,12.91,18.00,9.00,9.00,9.0000,9.0000,18.0000
Aetna,H2015,9.42,9.42,9.42,0.00,9.4200,9.4200,9.4200
Kaiser Foundation Health Plan,H2015,2.86,3.00,2.00,1.00,3.0000,3.0000,3.0000
Aetna,H2016,12.00,12.00,12.00,0.00,12.0000,12.0000,12.0000
Kaiser Foundation Health Plan,H2016,265.76,313.00,169.00,144.00,207.0000,313.0000,313.0000
Aetna,H2017,7.42,7.42,7.42,0.00,7.4200,7.4200,7.4200
Kaiser Foundation Health Plan,H2017,13.43,16.00,7.00,9.00,12.0000,16.0000,16.0000
Aetna,H2019,7.99,7.99,7.99,0.00,7.9900,7.9900,7.9900
Blue Shield of California,H2019,61.84,61.84,61.84,0.00,61.8400,61.8400,61.8400
Kaiser Foundation Health Plan,H2019,10.82,15.00,9.00,6.00,9.0000,9.0000,12.0000
Aetna,H2036,320.00,320.00,320.00,0.00,320.0000,320.0000,320.0000
Kaiser Foundation Health Plan,H2036,166.91,184.00,149.00,35.00,160.0000,160.0000,184.0000
UnitedHealthcare,K0001,124.03,124.03,124.03,0.00,124.0300,124.0300,124.0300
UnitedHealthcare,K0003,1238.27,1734.24,184.72,1549.52,1021.1125,1517.0750,1734.2400
Kaiser Foundation Health Plan,K0553,233.00,233.00,233.00,0.00,233.0000,233.0000,233.0000
Aetna,K1034,12.00,12.00,12.00,0.00,12.0000,12.0000,12.0000
Blue Shield of California,K1034,28.24,28.24,28.24,0.00,28.2400,28.2400,28.2400
UnitedHealthcare,K1034,46.35,46.35,46.35,0.00,46.3500,46.3500,46.3500
Aetna,L3908,97.14,247.48,39.67,207.81,39.6700,39.6700,247.4800
Kaiser Foundation Health Plan,L3908,109.64,150.50,79.00,71.50,79.0000,79.0000,150.5000
UnitedHealthcare,L3908,282.83,282.83,282.83,0.00,282.8300,282.8300,282.8300
Aetna,L4361,424.20,1022.82,195.32,827.50,195.3200,195.3200,1022.8200
Kaiser Foundation Health Plan,L4361,395.13,621.99,225.00,396.99,225.0000,225.0000,621.9900
UnitedHealthcare,L4361,1168.92,1168.92,1168.92,0.00,1168.9200,1168.9200,1168.9200
Aetna,Q3014,41.40,80.00,26.65,53.35,26.6500,26.6500,80.0000
Blue Shield of California,Q3014,171.77,171.77,171.77,0.00,171.7700,171.7700,171.7700
Kaiser Foundation Health Plan,Q3014,24.73,30.00,19.00,11.00,19.0000,30.0000,30.0000
UnitedHealthcare,Q3014,102.84,102.94,97.67,5.27,102.9400,102.9400,102.9400
Blue Shield of California,S0109,1.06,1.06,1.06,0.00,1.0600,1.0600,1.0600
Kaiser Foundation Health Plan,S0109,1.00,1.00,1.00,0.00,1.0000,1.0000,1.0000
Aetna,S5102,50.00,50.00,50.00,0.00,50.0000,50.0000,50.0000
Kaiser Foundation Health Plan,S5102,68.55,70.00,57.00,13.00,70.0000,70.0000,70.0000
Kaiser Foundation Health Plan,S5125,5.38,6.00,5.00,1.00,5.0000,5.0000,6.0000
Aetna,S5130,2.00,2.00,2.00,0.00,2.0000,2.0000,2.0000
Blue Shield of California,S5130,19.62,19.62,19.62,0.00,19.6200,19.6200,19.6200
Aetna,S5150,1.37,1.37,1.37,0.00,1.3700,1.3700,1.3700
Kaiser Foundation Health Plan,S5150,2.88,3.00,2.00,1.00,3.0000,3.0000,3.0000
Kaiser Foundation Health Plan,S5161,26.11,43.00,24.00,19.00,24.0000,24.0000,24.0000
Aetna,S5170,1.69,1.69,1.69,0.00,1.6900,1.6900,1.6900
Kaiser Foundation Health Plan,S5170,4.88,5.00,4.00,1.00,5.0000,5.0000,5.0000
Aetna,S9083,50.00,50.00,50.00,0.00,50.0000,50.0000,50.0000
Kaiser Foundation Health Plan,S9083,194.66,224.00,180.00,44.00,180.0000,180.0000,224.0000
Kaiser Foundation Health Plan,S9328,79.22,81.00,65.00,16.00,81.0000,81.0000,81.0000
Aetna,S9480,89.49,360.00,63.28,296.72,63.2800,69.2900,69.2900
Blue Shield of California,S9480,223.30,223.30,223.30,0.00,223.3000,223.3000,223.3000
Cigna Corporation,S9480,600.00,600.00,600.00,0.00,600.0000,600.0000,600.0000
Kaiser Foundation Health Plan,S9480,358.72,421.00,126.00,295.00,365.0000,365.0000,421.0000
Aetna,T1013,15.71,15.71,15.71,0.00,15.7100,15.7100,15.7100
Kaiser Foundation Health Plan,T1013,25.78,30.00,22.00,8.00,22.0000,22.0000,30.0000
Aetna,T1015,33.85,33.85,33.85,0.00,33.8500,33.8500,33.8500
Kaiser Foundation Health Plan,T1015,141.47,156.00,114.00,42.00,130.0000,156.0000,156.0000
Aetna,T1016,49.90,80.00,38.40,41.60,38.4000,38.4000,80.0000
Blue Shield of California,T1016,46.07,46.07,46.07,0.00,46.0700,46.0700,46.0700
Kaiser Foundation Health Plan,T1016,32.73,42.00,21.00,21.00,21.0000,42.0000,42.0000
Aetna,T1017,37.11,80.00,20.72,59.28,20.7200,20.7200,80.0000
Blue Shield of California,T1017,46.07,46.07,46.07,0.00,46.0700,46.0700,46.0700
Kaiser Foundation Health Plan,T1017,2.82,4.00,2.00,2.00,2.0000,2.0000,4.0000
Aetna,T1019,2.29,2.29,2.29,0.00,2.2900,2.2900,2.2900
Kaiser Foundation Health Plan,T1019,5.09,6.00,3.00,3.00,4.0000,6.0000,6.0000
Aetna,T2022,152.34,180.00,80.00,100.00,80.0000,180.0000,180.0000
Aetna,T2025,3.42,3.42,3.42,0.00,3.4200,3.4200,3.4200
Kaiser Foundation Health Plan,T4526,1.00,1.00,1.00,0.00,1.0000,1.0000,1.0000
Kaiser Foundation Health Plan,T4527,1.00,1.00,1.00,0.00,1.0000,1.0000,1.0000
Kaiser Foundation Health Plan,T4528,1.00,1.00,1.00,0.00,1.0000,1.0000,1.0000
Kaiser Foundation Health Plan,U0003,118.28,132.00,100.00,32.00,100.0000,132.0000,132.0000
Kaiser Foundation Health Plan,U0004,190.00,279.00,42.00,237.00,75.0000,279.0000,279.0000
Aetna,V2020,31.08,31.08,31.08,0.00,31.0800,31.0800,31.0800
Kaiser Foundation Health Plan,V2020,250.77,273.00,248.00,25.00,248.0000,248.0000,248.0000
UnitedHealthcare,V2020,322.27,322.27,322.27,0.00,322.2700,322.2700,322.2700
